 -3.313704967 1.46467495 0
 -3.304167693 0.9966531557 0
 -3.294630419 0.5286313618 0
 -3.213578176 0.09617462996 0
 -2.989495993 -0.2651519775 0

 -2.989495993 -0.2651519775 0
 -2.766795032 -0.6242514006 0
 -2.402821945 -0.9130948762 0
 -1.962947087 -1.112214289 0
 -1.512540817 -1.202141523 0

 -1.512540817 -1.202141523 0
 -1.129393592 -1.278639949 0
 -0.7386254161 -1.276122555 0
 -0.3655761766 -1.191567005 0
 -0.03558576107 -1.02195096 0

 -0.03558576107 -1.02195096 0
 0.2697431391 -0.8650110066 0
 0.5382086435 -0.6352493084 0
 0.7719398343 -0.3645910198 0
 0.9730657935 -0.08496129513 0

 0.9730657935 -0.08496129513 0
 1.135231753 0.1405015085 0
 1.276200907 0.3717966826 0
 1.427707394 0.5999506546 0
 1.621485353 0.815989852 0

 1.621485353 0.815989852 0
 1.919735361 1.148502863 0
 2.318123516 1.452316824 0
 2.755442983 1.618157594 0
 3.170486927 1.536751032 0

 3.170486927 1.536751032 0
 3.554223638 1.461485059 0
 3.918918618 1.174865243 0
 4.188578279 0.7898934278 0
 4.287209034 0.4195714593 0

 4.287209034 0.4195714593 0
 4.454391919 -0.2081383762 0
 4.130182408 -0.7937569467 0
 3.560276698 -1.358329885 0
 2.990370989 -1.922902822 0
